Museo Nacional del Prado;plaza mayor;el retiro;puerta del sol;gran via;Thyssen;templo de debod;la Almudena;cibeles;Palacio de Cristal;puerta de alcala;el rastro;las ventas;chueca;san gines;callao;calle serrano;date;country;tourists
<1;81;59;54;76;36;32;28;30;18;37;42;66;35;64;75;;01/02/2016;unitedkingdom;29549
<1;44;90;36;51;36;65;57;21;36;38;22;50;47;34;70;;01/03/2016;unitedkingdom;31449
<1;83;45;45;62;29;63;55;47;18;56;31;76;35;33;70;;01/04/2016;unitedkingdom;32936
<1;63;42;30;66;54;33;42;49;19;37;32;70;44;67;67;;01/05/2016;unitedkingdom;37439
<1;58;45;56;74;18;64;28;50;27;55;43;68;36;34;56;;01/06/2016;unitedkingdom;34565
<1;45;57;41;73;50;66;59;34;20;39;45;70;39;70;65;;01/07/2016;unitedkingdom;30466
<1;52;31;42;43;52;37;52;70;21;0;34;76;41;72;71;;01/08/2016;unitedkingdom;28038
<1;70;58;39;60;29;34;59;43;19;39;33;72;38;35;58;;01/09/2016;unitedkingdom;35254
<1;61;38;37;56;37;66;86;42;28;77;66;35;37;68;70;;01/10/2016;unitedkingdom;37358
<1;38;18;36;48;51;62;41;32;53;37;51;33;35;64;78;;01/11/2016;unitedkingdom;28043
<1;58;30;51;47;40;62;47;45;0;37;44;66;30;49;61;;01/12/2016;unitedkingdom;17593
<1;56;49;53;81;49;44;52;39;17;71;20;63;34;31;100;;01/01/2017;unitedkingdom;20273
<1;58;32;45;66;25;30;100;38;32;35;38;31;37;31;87;;01/02/2017;unitedkingdom;25960
<1;43;35;45;84;33;60;27;37;25;36;39;52;50;32;74;;01/03/2017;unitedkingdom;33510
<1;63;45;63;80;100;62;83;56;26;36;41;100;49;33;85;;01/04/2017;unitedkingdom;32363
<1;44;63;37;60;34;65;41;55;17;38;40;68;36;49;75;;01/05/2017;unitedkingdom;35515
<1;49;40;43;84;54;45;41;57;35;37;31;76;30;66;65;;01/06/2017;unitedkingdom;34656
<1;48;40;29;69;26;46;56;40;36;38;41;34;23;100;85;;01/07/2017;unitedkingdom;32703
<1;49;36;36;77;44;62;41;100;18;73;42;66;52;49;84;;01/08/2017;unitedkingdom;28716
<1;66;100;35;49;34;50;40;57;25;35;20;48;25;31;79;;01/09/2017;unitedkingdom;36090
<1;50;34;39;48;41;58;51;56;28;34;26;32;66;61;57;;01/10/2017;unitedkingdom;36550
<1;47;25;33;44;33;57;36;37;24;34;29;31;46;30;42;;01/11/2017;unitedkingdom;26454
<1;55;25;34;44;49;64;29;37;19;69;39;36;41;35;47;;01/12/2017;unitedkingdom;17398
<1;33;40;27;52;16;82;25;53;16;67;28;30;16;43;86;;01/01/2018;unitedkingdom;20897
<1;36;32;50;47;32;29;51;36;15;33;38;30;16;56;69;;01/02/2018;unitedkingdom;25310
<1;44;43;28;50;37;29;49;37;16;34;38;61;25;59;73;;01/03/2018;unitedkingdom;30838
<1;52;65;33;61;33;58;51;37;33;69;37;62;49;31;65;;01/04/2018;unitedkingdom;29075
<1;46;50;25;52;33;58;51;56;17;35;39;62;49;31;57;;01/05/2018;unitedkingdom;33307
<1;59;82;33;54;32;29;38;29;16;34;29;61;49;31;62;;01/06/2018;unitedkingdom;32379
<1;54;42;34;48;28;59;51;37;17;35;39;93;49;30;82;;01/07/2018;unitedkingdom;33571
<1;49;40;35;44;34;60;39;19;17;35;39;47;34;30;53;;01/08/2018;unitedkingdom;28416
<1;62;49;42;59;41;71;51;37;33;69;20;31;41;61;73;;01/09/2018;unitedkingdom;35382
<1;63;34;34;61;33;44;64;31;25;0;20;47;33;47;64;;01/10/2018;unitedkingdom;35848
<1;52;72;64;44;48;28;66;36;0;34;57;59;40;29;50;;01/11/2018;unitedkingdom;29267
<1;43;25;68;33;51;62;39;22;19;40;22;32;51;0;69;;01/12/2018;unitedkingdom;18964
<1;35;31;64;74;31;37;50;53;15;33;19;30;31;30;92;;01/01/2019;unitedkingdom;19193
<1;38;38;65;49;38;54;63;18;24;100;38;90;23;60;41;;01/02/2019;unitedkingdom;23796
<1;52;56;34;57;33;87;77;24;48;34;28;90;40;46;65;;01/03/2019;unitedkingdom;29531
<1;45;47;27;66;33;82;75;36;16;50;38;61;39;0;72;;01/04/2019;unitedkingdom;27130
<1;100;48;59;100;31;47;38;49;16;34;28;61;48;60;76;;01/05/2019;unitedkingdom;41499
<1;44;48;49;48;31;55;50;35;21;34;19;89;27;29;86;;01/06/2019;unitedkingdom;37285
<1;45;48;50;43;31;57;49;30;32;34;28;59;33;30;59;;01/07/2019;unitedkingdom;30073
<1;59;40;38;51;63;57;38;54;32;34;28;60;26;30;70;;01/08/2019;unitedkingdom;21524
<1;53;39;52;61;31;52;73;53;29;0;37;44;31;57;76;;01/09/2019;unitedkingdom;32858
<1;48;39;45;59;36;52;34;39;29;30;34;55;29;54;62;;01/10/2019;unitedkingdom;31504
<1;51;29;24;54;35;37;22;16;14;44;17;54;28;52;58;;01/11/2019;unitedkingdom;26534
<1;46;76;61;41;30;27;47;23;30;34;29;46;30;46;61;;01/12/2019;unitedkingdom;17649
<1;39;28;42;79;23;32;65;21;14;29;48;51;32;26;77;;01/01/2020;unitedkingdom;19349
<1;71;47;34;58;33;47;44;20;14;29;25;53;28;26;71;;01/02/2020;unitedkingdom;26435
<1;35;34;57;61;33;23;42;28;27;51;22;25;39;48;46;;01/03/2020;unitedkingdom;0
<1;24;13;30;31;37;22;20;21;13;26;15;23;38;0;33;;01/04/2020;unitedkingdom;0
